module,user_id,completion_percentage,last_updated,compliance_score
segregation,90,80.57,2023-12-25 00:00:00,83.63
dispatch,28,95.55,2023-01-28 00:00:00,99.04
dispatch,16,91.88,2024-03-20 00:00:00,89.72
baling,89,82.93,2024-01-09 00:00:00,74.63
baling,52,97.06,2023-07-14 00:00:00,82.81
baling,51,66.89,2023-03-10 00:00:00,94.61
segregation,39,65.73,2024-03-25 00:00:00,95.18
dispatch,87,84.87,2023-04-18 00:00:00,85.17
baling,70,51.35,2023-05-30 00:00:00,72.29
segregation,96,98.18,2023-04-09 00:00:00,96.31
baling,48,70.14,2023-03-23 00:00:00,78.9
dispatch,49,96.78,2024-02-23 00:00:00,74.66
segregation,91,70.15,2023-03-22 00:00:00,75.56
dispatch,91,80.85,2023-02-09 00:00:00,99.09
dispatch,87,59.25,2023-11-30 00:00:00,82.37
baling,27,62.47,2023-09-12 00:00:00,93.68
baling,32,65.83,2024-02-09 00:00:00,97.38
baling,20,59.74,2023-03-21 00:00:00,82.71
segregation,88,86.32,2023-03-28 00:00:00,90.16
inward,84,76.44,2023-02-05 00:00:00,93.78
segregation,41,59.58,2024-01-10 00:00:00,88.62
segregation,79,60.47,2024-03-14 00:00:00,92.89
baling,85,94.3,2024-02-07 00:00:00,83.85
segregation,91,97.44,2023-03-10 00:00:00,76.19
dispatch,38,60.77,2023-10-12 00:00:00,85.82
dispatch,81,80.02,2023-08-05 00:00:00,94.24
dispatch,57,71.64,2023-04-28 00:00:00,96.97
dispatch,50,88.43,2023-06-24 00:00:00,84.74
baling,84,91.6,2023-09-07 00:00:00,87.86
dispatch,15,77,2023-11-27 00:00:00,71.41
segregation,7,98.65,2023-01-27 00:00:00,74.02
inward,51,53.85,2023-07-20 00:00:00,81.56
inward,88,82.63,2023-06-20 00:00:00,94.33
dispatch,35,66.9,2023-01-27 00:00:00,73.01
dispatch,92,63.28,2023-05-10 00:00:00,87.94
baling,27,79.33,2023-06-03 00:00:00,91.38
segregation,100,65.48,2023-11-11 00:00:00,77.61
baling,48,69.11,2023-04-21 00:00:00,79.05
dispatch,80,72.44,2023-06-24 00:00:00,83.52
dispatch,58,67.88,2023-04-06 00:00:00,92
baling,92,96.71,2024-01-15 00:00:00,97.86
segregation,94,79.99,2024-01-28 00:00:00,99.13
inward,22,55.98,2023-01-30 00:00:00,72.52
inward,32,91.87,2023-10-11 00:00:00,99.64
inward,84,84.94,2023-11-19 00:00:00,76.3
baling,94,65.83,2024-01-03 00:00:00,74.8
dispatch,4,71.45,2023-05-22 00:00:00,70.08
segregation,22,56.85,2024-02-29 00:00:00,79.36
dispatch,9,63.74,2023-12-27 00:00:00,95.52
inward,7,93.79,2023-05-06 00:00:00,87.51
dispatch,71,93.48,2023-10-15 00:00:00,96.9
dispatch,9,63.54,2023-04-04 00:00:00,77.06
dispatch,100,79.42,2023-03-25 00:00:00,79.47
baling,49,82.75,2023-01-11 00:00:00,95.15
dispatch,17,92.19,2023-11-09 00:00:00,80.72
segregation,74,69.41,2023-05-22 00:00:00,80.62
dispatch,34,93.56,2023-06-02 00:00:00,70.16
baling,44,95.08,2023-08-02 00:00:00,80.77
segregation,44,99.79,2023-10-06 00:00:00,74.28
segregation,39,51.58,2023-02-01 00:00:00,76.28
dispatch,74,81.51,2024-03-16 00:00:00,98.33
inward,25,89.76,2023-03-08 00:00:00,92.65
baling,70,89.64,2023-11-08 00:00:00,70.41
baling,55,69.79,2023-07-06 00:00:00,71.5
inward,100,70.59,2023-03-01 00:00:00,75
segregation,26,94.52,2023-07-19 00:00:00,84.45
inward,64,86.81,2023-01-01 00:00:00,74.17
dispatch,8,67.86,2023-02-01 00:00:00,83.99
dispatch,14,84.21,2023-02-11 00:00:00,82.56
inward,17,86.61,2024-02-11 00:00:00,70.5
dispatch,40,94.94,2024-02-25 00:00:00,89.09
baling,45,81.73,2023-05-02 00:00:00,70.21
dispatch,52,86.02,2023-09-03 00:00:00,81.92
dispatch,43,61.89,2023-08-17 00:00:00,92.38
baling,96,78.69,2023-06-01 00:00:00,96.84
baling,81,63.21,2023-01-12 00:00:00,97.6
inward,95,98.81,2023-08-24 00:00:00,91.42
dispatch,70,69.01,2024-03-08 00:00:00,71.38
segregation,9,59.57,2023-11-17 00:00:00,70.49
baling,85,57.83,2023-04-08 00:00:00,87.43
dispatch,82,62.53,2023-01-17 00:00:00,82.53
inward,40,95.54,2023-07-02 00:00:00,94.95
dispatch,13,93.52,2023-11-25 00:00:00,79.29
inward,64,77.98,2023-10-10 00:00:00,73.02
baling,70,80.56,2023-12-09 00:00:00,73.27
segregation,69,53.43,2023-02-21 00:00:00,71.5
dispatch,87,66.88,2023-10-23 00:00:00,97.87
segregation,71,83.41,2023-05-16 00:00:00,91.57
segregation,95,79.46,2023-06-17 00:00:00,86.1
baling,28,72.4,2023-04-01 00:00:00,71.59
dispatch,72,54.1,2023-10-13 00:00:00,72.93
baling,3,92.46,2023-09-01 00:00:00,94.84
segregation,23,52.8,2023-07-11 00:00:00,95.46
baling,70,73.85,2023-06-09 00:00:00,85.58
inward,98,68.45,2023-08-22 00:00:00,77.94
segregation,39,68.5,2023-08-30 00:00:00,88.72
dispatch,73,70.46,2023-11-09 00:00:00,93.34
baling,74,70.16,2024-01-06 00:00:00,70.45
inward,7,70.32,2023-04-18 00:00:00,72.67
dispatch,56,62.8,2023-09-16 00:00:00,70.6
segregation,61,66.56,2024-02-29 00:00:00,96.79
baling,58,69.07,2023-08-02 00:00:00,99.21
segregation,51,75.7,2023-07-15 00:00:00,77.02
inward,11,84.69,2024-02-18 00:00:00,76.07
baling,92,68.13,2024-02-07 00:00:00,84.11
baling,54,52.77,2023-06-14 00:00:00,73.59
dispatch,18,80.07,2023-04-26 00:00:00,97.21
segregation,48,64.16,2024-02-02 00:00:00,79.21
inward,49,89.16,2023-09-24 00:00:00,73.78
baling,46,53.95,2023-06-09 00:00:00,85.88
segregation,41,53.23,2023-10-13 00:00:00,83.25
segregation,92,99.87,2023-12-23 00:00:00,75.77
inward,38,63.2,2023-04-22 00:00:00,80.07
inward,83,89.52,2023-04-05 00:00:00,82.53
dispatch,64,90.15,2023-10-14 00:00:00,73.27
baling,16,99.14,2023-09-09 00:00:00,87.38
inward,32,88.06,2024-01-11 00:00:00,98.27
inward,29,72.9,2023-01-09 00:00:00,76.78
dispatch,13,79.52,2023-09-27 00:00:00,77.21
inward,28,74.66,2023-07-04 00:00:00,89.75
baling,79,64.09,2023-05-20 00:00:00,70.28
baling,3,98.22,2024-03-10 00:00:00,88.7
dispatch,22,81.63,2023-02-11 00:00:00,74.91
baling,22,50.45,2023-01-01 00:00:00,75.69
dispatch,63,77.69,2023-12-03 00:00:00,73
inward,71,78.94,2023-10-12 00:00:00,88.73
baling,46,78.61,2023-09-15 00:00:00,96.56
segregation,85,55.37,2023-07-11 00:00:00,84.26
segregation,94,86.65,2024-03-14 00:00:00,88.16
segregation,6,52.42,2023-06-07 00:00:00,79.28
segregation,84,77.96,2023-04-25 00:00:00,85.08
inward,78,56.31,2023-01-02 00:00:00,72.95
dispatch,25,58.01,2024-01-14 00:00:00,94.84
baling,62,98.37,2023-08-24 00:00:00,90.45
dispatch,56,54.9,2023-06-09 00:00:00,81.9
segregation,7,52.78,2023-12-27 00:00:00,98.51
inward,36,86.41,2023-09-24 00:00:00,70.12
baling,37,59.22,2023-09-28 00:00:00,87.16
segregation,39,59.67,2023-01-26 00:00:00,72.91
segregation,54,56.53,2023-11-04 00:00:00,95.27
inward,15,62.43,2024-03-03 00:00:00,77.5
baling,94,63.05,2023-05-09 00:00:00,94.28
baling,95,77.69,2024-02-12 00:00:00,86.93
baling,51,67.72,2024-02-14 00:00:00,82.15
segregation,86,59.4,2023-11-25 00:00:00,82.69
baling,19,92.53,2024-02-04 00:00:00,87.3
baling,75,92.08,2023-11-23 00:00:00,95.19
baling,48,65.84,2023-01-22 00:00:00,79.15
segregation,42,74.37,2023-01-15 00:00:00,85.32
inward,1,53.03,2024-02-16 00:00:00,75.53
baling,44,52.5,2023-03-19 00:00:00,95.51
dispatch,19,97.64,2023-07-29 00:00:00,96.27
segregation,88,52.71,2023-11-29 00:00:00,81.66
baling,51,65.6,2023-12-10 00:00:00,80.62
inward,60,51.1,2023-12-23 00:00:00,73.46
inward,4,96.62,2023-12-17 00:00:00,94.53
segregation,31,68.9,2023-05-05 00:00:00,92.41
inward,32,67.8,2023-01-19 00:00:00,87.01
segregation,12,73.96,2023-04-01 00:00:00,77.71
segregation,25,87.62,2023-10-04 00:00:00,98.62
dispatch,81,72.21,2023-05-13 00:00:00,71.96
baling,95,74.67,2024-02-29 00:00:00,96.83
baling,98,83.1,2023-11-15 00:00:00,72.31
inward,5,64.07,2023-03-12 00:00:00,83.87
baling,44,94.89,2023-02-09 00:00:00,74.83
baling,40,80.07,2023-04-13 00:00:00,83.31
baling,33,81.85,2023-07-02 00:00:00,95.13
segregation,15,57.1,2024-02-20 00:00:00,98.99
dispatch,43,52.76,2023-07-09 00:00:00,85.02
segregation,25,81.9,2023-10-21 00:00:00,89
segregation,72,82.85,2023-03-23 00:00:00,97.86
dispatch,78,92.28,2023-08-17 00:00:00,77.12
inward,73,86.28,2023-10-11 00:00:00,90.64
dispatch,79,56.69,2023-11-12 00:00:00,87.36
baling,64,92.21,2023-12-27 00:00:00,97.81
segregation,29,81.91,2023-03-13 00:00:00,86.55
dispatch,2,99.66,2023-07-29 00:00:00,97.19
baling,58,65.95,2023-11-10 00:00:00,96.49
inward,49,91.08,2024-03-04 00:00:00,86.62
baling,45,72.29,2023-09-14 00:00:00,93.42
dispatch,8,66.57,2023-12-31 00:00:00,70.12
inward,57,80.45,2023-07-06 00:00:00,70.76
inward,21,79.36,2023-04-10 00:00:00,87.52
inward,48,65.8,2024-03-06 00:00:00,76.76
dispatch,98,72.9,2023-05-30 00:00:00,71.1
baling,77,66.47,2023-02-07 00:00:00,93.87
baling,32,88.52,2023-01-13 00:00:00,71.75
segregation,2,53.87,2023-06-01 00:00:00,90.52
dispatch,94,84.8,2023-12-20 00:00:00,76.93
inward,47,71.19,2023-06-11 00:00:00,99.87
baling,13,79.96,2024-02-19 00:00:00,95.81
inward,12,63.46,2023-05-28 00:00:00,88.8
dispatch,84,84.81,2023-03-08 00:00:00,78.15
inward,99,87.69,2024-02-29 00:00:00,87
dispatch,8,67.51,2023-11-14 00:00:00,77.95
inward,33,69.15,2023-02-05 00:00:00,81.57
baling,48,63.2,2024-02-22 00:00:00,71.82
baling,58,58.68,2024-02-02 00:00:00,98.19
inward,11,96.36,2023-04-23 00:00:00,86.13
segregation,53,86.17,2023-08-04 00:00:00,76.82
inward,75,59.03,2023-06-16 00:00:00,97.84
baling,82,54.55,2023-03-17 00:00:00,98.54
dispatch,86,84.7,2023-02-12 00:00:00,99.39
inward,36,61.29,2023-07-02 00:00:00,95.66
baling,19,97.24,2023-01-30 00:00:00,77.73
baling,63,53.96,2024-02-03 00:00:00,72.89
inward,37,67.92,2023-11-06 00:00:00,99.78
segregation,14,64.75,2023-09-06 00:00:00,95.96
dispatch,63,62.38,2023-12-21 00:00:00,71.33
segregation,38,78.83,2024-02-08 00:00:00,92.45
segregation,44,56.3,2024-01-23 00:00:00,88.03
dispatch,4,60.08,2023-04-20 00:00:00,74.4
dispatch,44,72.17,2023-02-26 00:00:00,97.86
dispatch,97,56.65,2023-05-26 00:00:00,78.84
inward,14,67.87,2023-07-31 00:00:00,72.08
inward,19,94.87,2023-12-24 00:00:00,74.4
baling,63,69.73,2023-01-28 00:00:00,70.84
inward,57,63.82,2023-09-05 00:00:00,85.74
segregation,18,74.24,2023-01-22 00:00:00,95.56
inward,45,94.45,2023-07-26 00:00:00,96.26
baling,2,73.36,2023-06-14 00:00:00,79.12
baling,29,59.08,2023-04-11 00:00:00,96.22
segregation,16,74.44,2023-03-04 00:00:00,97.64
baling,88,74.86,2023-12-19 00:00:00,75.2
baling,62,91.77,2024-03-24 00:00:00,90.94
segregation,10,50.18,2023-06-26 00:00:00,81.51
baling,45,60.39,2023-01-11 00:00:00,90.6
dispatch,44,52.17,2023-07-04 00:00:00,90.97
dispatch,39,87.56,2024-01-21 00:00:00,92.09
baling,31,83.23,2023-07-19 00:00:00,98.66
segregation,41,79.78,2023-06-03 00:00:00,79.02
dispatch,48,96.46,2024-02-24 00:00:00,90.81
dispatch,47,57.31,2023-12-28 00:00:00,88.9
baling,85,65.19,2024-01-22 00:00:00,75.99
dispatch,64,62.58,2024-03-14 00:00:00,97.54
inward,78,99.43,2023-08-18 00:00:00,94.47
dispatch,20,68.72,2024-02-25 00:00:00,76.06
dispatch,72,77.97,2023-06-08 00:00:00,75.53
baling,75,76.64,2023-03-23 00:00:00,71.41
dispatch,26,81.18,2023-05-17 00:00:00,86
inward,91,77.05,2023-01-11 00:00:00,93.29
baling,79,92.37,2023-12-17 00:00:00,98.65
segregation,33,97.2,2023-02-25 00:00:00,88.79
segregation,30,96.41,2023-03-31 00:00:00,98.74
baling,63,96.83,2023-07-24 00:00:00,84.31
inward,66,60.77,2023-09-27 00:00:00,82.68
dispatch,10,81.55,2024-03-20 00:00:00,70.11
segregation,62,86.07,2023-07-25 00:00:00,94.21
inward,59,87.77,2023-06-10 00:00:00,84.03
dispatch,63,55.75,2023-08-09 00:00:00,88.43
dispatch,70,79.43,2023-06-09 00:00:00,85.95
baling,28,96.68,2023-03-23 00:00:00,76.03
baling,69,85.45,2023-08-11 00:00:00,84.62
baling,77,65.87,2023-03-31 00:00:00,71.66
dispatch,92,58.96,2023-08-18 00:00:00,99
dispatch,78,53.21,2023-04-15 00:00:00,92.63
segregation,92,69.34,2023-06-13 00:00:00,97.29
segregation,96,59.32,2023-11-16 00:00:00,88.96
baling,88,61.42,2023-08-08 00:00:00,77.89
dispatch,40,94.71,2023-12-03 00:00:00,98.33
inward,31,80.32,2023-10-11 00:00:00,87.31
inward,13,50.28,2024-02-21 00:00:00,81.43
baling,87,64.37,2024-03-01 00:00:00,94.57
segregation,84,53.62,2023-02-06 00:00:00,92.29
inward,26,95.83,2024-01-29 00:00:00,96.09
inward,27,67.89,2024-03-12 00:00:00,98.73
baling,82,71.18,2023-07-03 00:00:00,74.73
dispatch,31,73.08,2023-03-30 00:00:00,76.74
baling,94,99.71,2023-09-14 00:00:00,86.69
baling,59,54.91,2023-04-08 00:00:00,92.5
baling,35,57.23,2024-01-31 00:00:00,77.3
baling,13,74.16,2023-01-11 00:00:00,87.46
dispatch,9,96.54,2023-06-08 00:00:00,97.38
baling,83,72.67,2023-10-17 00:00:00,74.3
segregation,73,80.44,2024-02-22 00:00:00,97.32
baling,23,71.89,2023-02-05 00:00:00,93.98
dispatch,43,95.31,2024-02-06 00:00:00,88.92
dispatch,18,52.57,2023-03-02 00:00:00,95.21
baling,18,75.96,2023-01-12 00:00:00,81.41
baling,7,89.21,2023-09-25 00:00:00,76.11
dispatch,2,55.32,2023-02-28 00:00:00,76.5
inward,37,53.33,2023-08-27 00:00:00,90.02
segregation,83,64.88,2023-04-28 00:00:00,71.91
inward,71,61.58,2024-01-25 00:00:00,91.43
dispatch,67,71.02,2024-03-22 00:00:00,98.91
segregation,29,75.98,2024-02-07 00:00:00,71.3
baling,31,51.34,2023-04-15 00:00:00,94.48
dispatch,83,68.83,2023-08-26 00:00:00,77.44
dispatch,32,56.35,2023-08-03 00:00:00,94.54
segregation,47,73,2023-08-17 00:00:00,79.92
inward,98,73.96,2023-08-22 00:00:00,80.33
segregation,23,79.5,2023-04-25 00:00:00,92.45
inward,35,65.79,2024-01-13 00:00:00,92.48
dispatch,44,79.09,2024-02-08 00:00:00,75.44
baling,14,73.46,2023-11-25 00:00:00,93.51
segregation,96,85.81,2023-09-27 00:00:00,76.23
segregation,8,57.84,2023-09-21 00:00:00,71.72
dispatch,56,85.65,2024-01-25 00:00:00,88.57
baling,15,96.26,2023-11-15 00:00:00,83.02
inward,62,94.16,2023-03-08 00:00:00,76.16
baling,70,52.36,2023-09-14 00:00:00,82.69
inward,74,86.22,2023-07-16 00:00:00,70.99
baling,40,76.88,2023-06-06 00:00:00,89.84
segregation,63,96.47,2023-09-28 00:00:00,94.44
segregation,92,97.69,2023-08-11 00:00:00,85.24
inward,53,77.14,2024-03-20 00:00:00,85.11
dispatch,4,62.29,2023-05-24 00:00:00,82.75
segregation,17,88.14,2024-02-06 00:00:00,89.83
baling,39,67.42,2024-03-13 00:00:00,90.92
segregation,29,52.55,2023-12-12 00:00:00,92.38
baling,2,63.12,2023-05-03 00:00:00,70.02
segregation,15,61.97,2023-05-12 00:00:00,84.92
inward,15,51.44,2023-10-02 00:00:00,90.59
dispatch,35,72.81,2023-01-19 00:00:00,89.17
baling,31,74.88,2024-03-14 00:00:00,91.21
baling,73,70.57,2023-05-13 00:00:00,92.4
baling,90,54.8,2023-07-09 00:00:00,76.24
inward,87,97.3,2024-01-23 00:00:00,98.27
segregation,48,80.59,2023-09-28 00:00:00,94.72
segregation,48,79.53,2023-12-28 00:00:00,78.77
inward,3,61.78,2023-08-27 00:00:00,91.76
segregation,65,72.39,2023-07-26 00:00:00,94.44
inward,62,86.02,2023-12-29 00:00:00,88.73
inward,52,58.45,2023-03-25 00:00:00,87.81
dispatch,59,53.88,2023-06-13 00:00:00,71.4
baling,88,94.31,2023-02-01 00:00:00,71.6
dispatch,45,81.24,2023-07-01 00:00:00,73.05
baling,92,79.6,2023-10-10 00:00:00,76.6
inward,65,53.79,2023-06-04 00:00:00,81.65
segregation,70,59.23,2023-06-28 00:00:00,93.68
dispatch,74,84.06,2024-02-12 00:00:00,86.96
segregation,48,54.93,2023-08-15 00:00:00,95.7
dispatch,52,51.52,2023-05-06 00:00:00,77.73
segregation,87,78.26,2023-01-05 00:00:00,87.33
dispatch,25,94.77,2023-10-11 00:00:00,87.52
inward,75,70.6,2023-10-03 00:00:00,76.19
baling,35,86.94,2023-04-09 00:00:00,73.55
dispatch,38,59.99,2023-09-11 00:00:00,76.87
segregation,90,96.01,2023-08-10 00:00:00,84.03
baling,43,59.83,2023-10-26 00:00:00,83.8
dispatch,35,61.34,2023-10-17 00:00:00,72.8
inward,12,96.86,2023-10-06 00:00:00,96.94
baling,67,91.37,2023-04-16 00:00:00,84.37
inward,92,66.58,2023-08-31 00:00:00,93.41
dispatch,51,93.61,2024-03-10 00:00:00,79.58
dispatch,81,86.32,2023-08-15 00:00:00,89.64
baling,60,66.85,2023-03-21 00:00:00,98.4
inward,20,56.76,2023-11-17 00:00:00,84.86
dispatch,48,84.09,2023-02-24 00:00:00,89.07
dispatch,55,67.15,2023-02-13 00:00:00,78.64
inward,69,95.72,2024-01-30 00:00:00,88.48
baling,8,85.38,2024-03-12 00:00:00,81.82
inward,24,81.12,2024-02-11 00:00:00,72.51
segregation,83,89.72,2023-08-13 00:00:00,82.94
baling,50,67.65,2023-12-29 00:00:00,99.41
dispatch,84,56.7,2023-01-22 00:00:00,93.26
inward,54,66.45,2023-11-09 00:00:00,94.68
baling,26,63.81,2023-06-29 00:00:00,76.85
baling,25,79.23,2023-05-31 00:00:00,93.78
dispatch,42,83.71,2023-04-14 00:00:00,82.13
inward,28,71.04,2023-05-16 00:00:00,91.97
segregation,31,99.06,2023-01-19 00:00:00,88.57
segregation,52,50.23,2024-02-12 00:00:00,91.31
dispatch,82,82.97,2023-04-16 00:00:00,88.2
dispatch,23,70.48,2023-07-15 00:00:00,84.65
inward,5,83.35,2023-11-20 00:00:00,97.93
inward,75,95.05,2023-09-10 00:00:00,92.97
inward,48,98.46,2023-06-18 00:00:00,90.2
inward,86,80.74,2023-12-11 00:00:00,71.03
inward,79,65.62,2023-01-24 00:00:00,93.16
segregation,20,73.29,2024-01-26 00:00:00,83.61
inward,3,88.89,2023-09-04 00:00:00,86.86
baling,97,91.79,2024-01-21 00:00:00,91.41
dispatch,22,59.04,2023-07-25 00:00:00,86.2
inward,73,90.54,2023-11-06 00:00:00,75.01
segregation,41,84.75,2023-01-14 00:00:00,83.92
segregation,10,94.25,2023-09-14 00:00:00,74.52
segregation,32,95.16,2023-03-07 00:00:00,82.25
inward,24,54.77,2024-03-20 00:00:00,71.85
dispatch,41,93.16,2023-07-23 00:00:00,89.76
baling,4,95.31,2023-03-18 00:00:00,89.1
inward,37,90.59,2023-05-25 00:00:00,94.09
segregation,87,95.2,2024-01-14 00:00:00,91.38
baling,50,88.59,2023-08-10 00:00:00,88.55
dispatch,47,82.96,2023-12-10 00:00:00,88.79
inward,59,51.07,2023-02-23 00:00:00,94.62
baling,93,63.27,2023-01-25 00:00:00,95.27
inward,26,89.89,2023-01-07 00:00:00,97.19
baling,34,96.16,2023-01-16 00:00:00,98.44
segregation,88,79.84,2024-03-18 00:00:00,87.77
dispatch,51,99.88,2023-06-30 00:00:00,91.93
inward,27,61.87,2023-08-04 00:00:00,76.69
baling,45,96.28,2024-02-25 00:00:00,85.15
segregation,64,84.19,2023-12-11 00:00:00,87.88
dispatch,33,52.6,2023-07-03 00:00:00,72.61
dispatch,14,65.67,2023-12-16 00:00:00,71.06
inward,86,74.52,2023-05-20 00:00:00,84.91
segregation,49,56.8,2024-01-28 00:00:00,86.53
segregation,88,88.54,2023-09-20 00:00:00,91.52
dispatch,56,92.93,2024-01-11 00:00:00,71.4
baling,86,85.46,2024-01-07 00:00:00,73.7
dispatch,91,77.43,2023-08-28 00:00:00,73.79
baling,13,77.31,2024-01-30 00:00:00,95.92
dispatch,12,54.42,2023-01-30 00:00:00,79.58
baling,49,81.65,2023-09-13 00:00:00,83.88
baling,72,54.97,2023-11-18 00:00:00,72.75
dispatch,84,82.66,2023-12-03 00:00:00,89.78
inward,58,71.73,2023-03-01 00:00:00,80.6
inward,48,63.33,2023-06-22 00:00:00,72.5
segregation,67,89.82,2023-10-18 00:00:00,87.87
baling,98,74.04,2023-08-21 00:00:00,75.5
dispatch,49,99.69,2023-03-14 00:00:00,72.11
baling,93,62.85,2023-11-20 00:00:00,90.98
inward,88,86.01,2024-02-01 00:00:00,78.81
dispatch,27,83.2,2023-05-26 00:00:00,73
inward,40,99.55,2023-09-12 00:00:00,93.6
baling,37,84.85,2024-03-14 00:00:00,89.18
baling,51,83.66,2023-01-22 00:00:00,93.8
baling,99,94.64,2023-11-01 00:00:00,89.92
baling,13,86.94,2023-11-12 00:00:00,90.52
dispatch,89,80.63,2023-11-22 00:00:00,74.64
dispatch,92,81.51,2023-01-31 00:00:00,70.08
segregation,14,96.26,2023-01-24 00:00:00,73.41
baling,21,55.94,2023-11-19 00:00:00,96.04
dispatch,83,77.95,2023-09-18 00:00:00,72.07
segregation,45,97.91,2023-06-06 00:00:00,87.74
inward,42,64.75,2023-08-08 00:00:00,78.52
dispatch,84,75.17,2023-03-31 00:00:00,70.92
dispatch,95,85.85,2023-12-29 00:00:00,83.85
segregation,67,57.81,2023-01-08 00:00:00,82.81
dispatch,75,73.73,2023-09-03 00:00:00,77.71
segregation,84,95.42,2023-10-04 00:00:00,87.2
baling,65,99.6,2023-09-26 00:00:00,73.88
inward,57,77.02,2024-01-12 00:00:00,92.74
baling,94,59.85,2023-06-09 00:00:00,97.39
dispatch,2,90.55,2023-11-30 00:00:00,93.26
dispatch,61,65.07,2023-04-02 00:00:00,74.45
inward,23,51.99,2023-07-27 00:00:00,82.18
baling,84,69.02,2023-07-30 00:00:00,89.26
inward,15,78.65,2024-03-05 00:00:00,71.3
inward,72,95.19,2023-06-19 00:00:00,73.79
dispatch,29,86.21,2023-10-11 00:00:00,75.04
dispatch,57,63.95,2024-01-17 00:00:00,98.19
baling,40,54.21,2023-03-26 00:00:00,83.86
dispatch,68,76.97,2024-02-22 00:00:00,79.17
inward,94,74.81,2023-06-21 00:00:00,78.43
baling,83,61.72,2024-01-29 00:00:00,89.3
baling,41,53.67,2024-03-11 00:00:00,83.2
inward,66,80.61,2023-12-06 00:00:00,78.46
baling,76,56.29,2023-12-05 00:00:00,95.94
segregation,78,99.8,2023-09-06 00:00:00,73.28
dispatch,15,71.15,2023-09-29 00:00:00,76.1
segregation,18,71.02,2024-02-24 00:00:00,87.15
baling,24,76.26,2023-07-12 00:00:00,89.03
segregation,1,90.22,2023-12-20 00:00:00,94.05
baling,10,52.95,2023-04-18 00:00:00,89.96
dispatch,44,50.58,2023-08-01 00:00:00,93.23
inward,35,57.47,2023-10-03 00:00:00,70.65
segregation,55,60.55,2024-01-16 00:00:00,95.2
dispatch,87,62.08,2023-01-19 00:00:00,77.78
baling,62,64.91,2023-04-29 00:00:00,76.66
segregation,33,99.13,2024-01-20 00:00:00,94.13
segregation,21,98.14,2023-10-21 00:00:00,72.24
dispatch,84,83.15,2023-04-15 00:00:00,82.9
dispatch,39,74.44,2023-03-17 00:00:00,81.03
dispatch,27,74.76,2023-06-01 00:00:00,88.68
inward,15,69.34,2024-03-04 00:00:00,82.68
inward,58,65.27,2023-09-07 00:00:00,72.6
inward,41,71.26,2023-09-28 00:00:00,93.95
dispatch,72,90.69,2023-05-19 00:00:00,97.26
inward,79,65.22,2024-01-04 00:00:00,96.89
baling,89,78.11,2024-02-23 00:00:00,91.92
baling,7,76.73,2023-08-02 00:00:00,87.95
segregation,21,69.58,2023-05-13 00:00:00,98.14
inward,48,85.81,2023-01-11 00:00:00,81.82
inward,72,66.82,2023-01-22 00:00:00,90.36
segregation,97,88.58,2024-01-01 00:00:00,99.96
baling,62,50.92,2023-04-04 00:00:00,88.66
inward,51,59.01,2024-01-04 00:00:00,90.25
baling,94,51.1,2023-05-02 00:00:00,73.1
dispatch,7,88.62,2023-03-07 00:00:00,96.96
baling,90,97.8,2023-11-30 00:00:00,74.16
baling,50,66.7,2024-02-25 00:00:00,95.53
dispatch,87,57.22,2023-07-06 00:00:00,74.41
inward,72,81.37,2023-02-22 00:00:00,88.68
dispatch,52,96.2,2023-06-04 00:00:00,90.19
inward,87,92.19,2023-10-29 00:00:00,81
dispatch,35,88.16,2023-09-06 00:00:00,81.75
inward,81,87.65,2023-10-31 00:00:00,80.14
baling,52,73.91,2024-03-19 00:00:00,98.4
baling,73,70.8,2023-06-22 00:00:00,97.63
segregation,58,64.89,2023-12-11 00:00:00,86.43
inward,34,63.54,2024-02-01 00:00:00,71.77
segregation,52,53.7,2023-10-23 00:00:00,96.29
inward,78,51.57,2023-12-05 00:00:00,89.03
dispatch,68,67.13,2023-03-10 00:00:00,77.48
dispatch,95,84.08,2024-01-21 00:00:00,88.19
inward,82,97.54,2023-03-16 00:00:00,76.72
baling,80,75.72,2023-12-22 00:00:00,93.62
dispatch,42,57.3,2023-09-27 00:00:00,70.19
baling,56,97.07,2024-03-26 00:00:00,94.08
inward,12,99.99,2024-01-12 00:00:00,87.32
segregation,62,79.04,2023-08-04 00:00:00,89.31
inward,21,68.08,2023-10-20 00:00:00,91.74
inward,61,77.2,2023-07-01 00:00:00,89.06
segregation,11,87.72,2023-02-28 00:00:00,72.61
segregation,40,73.8,2023-08-31 00:00:00,95.09
dispatch,63,90.04,2023-07-20 00:00:00,89.04
baling,69,89.91,2023-04-14 00:00:00,84.5
dispatch,91,69.49,2023-07-08 00:00:00,83.33
inward,49,80.44,2023-05-07 00:00:00,78.11
baling,51,96.67,2024-01-14 00:00:00,75.34
inward,10,70.24,2023-04-11 00:00:00,80.19
inward,57,63.61,2024-03-02 00:00:00,84.83
inward,25,86.69,2023-10-02 00:00:00,90.65
dispatch,98,74.66,2023-11-12 00:00:00,76.62
dispatch,51,74.34,2023-10-15 00:00:00,90.9
dispatch,34,80.4,2023-02-20 00:00:00,91.49
inward,66,58.8,2023-05-11 00:00:00,87.46
baling,28,62,2023-06-14 00:00:00,81.74
inward,92,99.62,2024-03-19 00:00:00,93.53
dispatch,94,76.02,2023-01-18 00:00:00,88.54
inward,69,77.61,2024-01-06 00:00:00,87.61
